Review,Positive,Negative,Neutral,Compound,Sentiment
Favorite,1.0,0.0,0.0,0.4588,Positive
I wanted to like this concealer but I just didnt Im sure its a good concealer for a lot of women and it definitely got many great reviews but I was disappointed  Im sure Ill find one that works well on my skin,0.295,0.215,0.49,0.6921,Positive
I bought this after seeing it used in a make up YouTube video I use it when I want to do highlight and contour Or if I have a blemish I dont realy recommend using this daily on top of foundation because it is heavy and for me would cause breakouts if used often But when I want to go out and do full make up it work very well The color matched me when I bought it but after tanning it seems a bit to light I will save it for fallwinter make up when I pale up again,0.137,0.016,0.847,0.8603,Positive
I like this concealer The only problem with it is I had to add two coats because I have Dark spots that Im trying to conceal and it does work very well,0.146,0.08,0.774,0.2944,Positive
This has been one of my favorite concealers so far It is easy to blend does not crease as much as others I have fine lines in my eye area I use a sponge to blend this in and it works very well with either a wet sponge or a completely dry one for more coverage Ive tried blending it with my fingers too but I found it creases a little bit more than with my real techniques sponges I useI highly recommend using this in either young skin or more mature skin my mom uses it too and she looks flawless,0.182,0.0,0.818,0.954,Positive
I was excited to receive this product because of the rave it got on makeup review sites I got 15 fair and it is a little bit too pink undertone for me To cover red zits I dont want a pink toned concealer  it just makes it more pink and not necessarily similar to my skin color If it were more yellow it would be easier to blend and hide blemishes and dark circles However it does cover up these things very well I do not have to reapply it throughout the day or 2 minutes after I put foundation on top of it I am pleased with the coverage I may repurchase this product,0.127,0.026,0.847,0.8927,Positive
I have been using this concealer for years now and every time I try something new I always gravitate back towards this one I am an nc20 and purchased the shade Sand which is the perfect color match for me I use this for concealing blemishes hyperpigmentation priming my eyelids and underneath my eyes It is a thin consistency that is buildable So it is perfect for no makeup makeup days I also love the Maybelline Better Skin concealer but they dont have as good of a shade range The Fit Me will always be my go to,0.125,0.047,0.828,0.7777,Positive
Since the question of presentation came up  yes it could be a little better looking and the wand portion is cheezy I dont like this kind of applicator With that in mind this is my perfect shade of skin This is exactly my color I bought this online to try and see and it worked out wonderfully I would like to find this shade in a foundation Please let me know if there is,0.187,0.052,0.761,0.8998,Positive
Ive been using this Maybelline concelour for quite some time now and I was happy that I found it on Amazon for a cheap price However when I started using it I had really dark under tones which I dont have and I can immediately tell that this isnt the same formula that I have been buying before Its still the similar constincey but its not as good as the real thing Instead of brightening my face it darkened it Presentation looks the same,0.101,0.037,0.862,0.6532,Positive
THE CONCEALER IS GREAT,0.577,0.0,0.423,0.6249,Positive
Great concealer  its not too heavy but not so thin that it doesnt give good singlelayer coverage The 10 Light color is a little bit warmbased  Ive read that the 15 Fair is more of a cool undertone so Im going to try that too I have a weird splotchy complexion thats pink in some areas and a little warmneutral in others this is perfect for the warmer areas It covers blemishes wonderfully and stays put during the day especially with a settingfinishing spray It doesnt irritate my cranky sensitive zitprone 40year old skin and doesnt look crusty or chalky,0.218,0.045,0.738,0.9679,Positive
This concealer works great i love it I was a bit weary that it would be too light for my skin tone but its perfect,0.343,0.052,0.605,0.8641,Positive
If youre looking for a medium coverage hydrating concealer this one is perfect Looks extremely natural and doesnt cling to any dry patches Only complaint is when I re ordered it again on amazon the shades seem different Re purchase did not match my skin color at all not sure whats up with that,0.138,0.07,0.792,0.6163,Positive
Small sleek and ready to go anywhere 10 fair Clair was the perfect blend in Maybelline New Yorks FIT me Line Has a velvet applicator for an opaque coating Soft hint of pleasant fragrance and a light airy feel make this an instant go to in my makeup bag or to toss in the purse for quick touchups,0.228,0.0,0.772,0.9329,Positive
usually the concealers i get are way too light for my skin but this one was more decent than those there was no issue,0.0,0.113,0.887,-0.4215,Negative
I bought the Light shade as recommended by the product description to compliment my Classic Ivory foundation and the concealer is very very close to being the same shade as the foundation I thought it was actually darker than the foundation at first I would have bought Vanilla but it was not available and it looks like it would be much lighter than Light Its a good concealer I just want more shades,0.16,0.0,0.84,0.875,Positive
Great coverage amazing price,0.798,0.0,0.202,0.836,Positive
Easy to use and gods under eye puffy ness,0.266,0.0,0.734,0.4404,Positive
I ordered medium 25 I m nc 3035  w3 or w4 in loreal true match and Maybelline fit me Matt and poreless mix of 220  120 Medium 25 is my perfect match which is what I wanted to conceal dark circles Works OK to hide dark circles but not puffiness Also  doesnt last long Disappeared after 2 hours specially if u r oily But hides dark circles relatively well Will purchase again,0.173,0.047,0.781,0.8028,Positive
BEST concealer Its so creamy and a great dupe for high end concealers It feels really moisturizing and doesnt clump or crease It works best if you use your ring finger to apply it or a mini beauty blender I love this concealer and have been using it for like 5 years and would never change,0.336,0.035,0.629,0.9735,Positive
Thank you,0.714,0.0,0.286,0.3612,Positive
I had high hopes for this concealer  I will not be buying it again once it runs out  It did not cover some dark spots on my cheeks as I would have wanted to  I also noticed that it settled into some linesI have already found a replacement Maybelline Instant Rewind Age MultiUse Concealer Medium to Full Coverage,0.051,0.0,0.949,0.4215,Positive
I purchased this for a cheaper option for a summer concealer The color was perfect Will buy again,0.209,0.0,0.791,0.5719,Positive
Ive heard how great this line is for years but have never gotten around to try it out I was previously using a concealer from another brand that I loved but it was discontinued so I thought Id try it out I know that in the past Maybelline was known for its eye makeup but most of the face products they released were gimmicky and didnt stick around This is definitely a quality usable makeup It blends really well and doesnt settle in to my wrinkles Im not that old and dont have deep wrinkles but some drug store concealers really target those fine lines This product is a winner if youre looking for an affordable concealer,0.177,0.0,0.823,0.973,Positive
Very thick hard to applyDisappointed expected more based on great reviewsVery little product in tubesDidnt pay much but it was a real waste of money Hate having to just throw it outOnly option for was to have another tube sent,0.056,0.235,0.709,-0.8228,Negative
Ive been pretty pleased with Maybelline products so far considering its a larger brand Prices are great and the product works as it should No complaints With that said Im new to makeup Still lots to learn,0.221,0.106,0.672,0.743,Positive
Okay I am not an expert when it comes to make up I barely wear make up but fell in love with the whole onfleek eyebrow make up that many women out there are sporting on I being a novice manage to create the look with this concealer The concealer is just right with my skin toneIm very paleOverall I like how the product is light weight on my skin and it blends in just right,0.168,0.0,0.832,0.9269,Positive
Color was fine but it cakes and settles into creasesI couldnt find any of the No 7 I was using in Thailand It was perfect The search continues This is going in the trash,0.169,0.073,0.758,0.5647,Positive
Been using this for months and have been completely satisfied Its got good coverage and have had no issues with it last the whole time Its the first time Ive ordered it online though I ordered it less than a day and a half ago and it arrived last night Super shocked but super happy,0.259,0.05,0.691,0.9392,Positive
I have used several concealers and this one rates high for coverage,0.0,0.0,1.0,0.0,Neutral
This concealer is amazing It does everything a concealer should do and for the price you cant beat it Its so light weight it barely looks like youre wearing anything and yet it covers so well I have a lot of redness around my nose and on my eyes and it covered all of that right up for me I also got a small scratch on my chin from my dog and it covered that right up too I cant say how good it is for acne because I dont have that problem but I image it would do very well I would have provided pictures to support this but my camera is very poor,0.123,0.053,0.824,0.7491,Positive
I love the Fit Me foundation so I decided to try the concealer as well Im not AS crazy about this part of the line The color is much lighter than pictured I bought 15 Fair and its very VERY light  almost ivory with very little of the brown tones in the photo Its very thick and opaque so it offers a lot of coverage But be careful how much you apply If you slap this on like other thinner concealers youll be blending for a long time,0.177,0.0,0.823,0.9025,Positive
Delivery took almost 2 weeks and the product was NOT sealed and used used,0.0,0.0,1.0,0.0,Neutral
Wish I could have more product in this bottle I have a bunch of wrinkles under my eye and need A LOT of coverage and this one bottle is NOT enough I subscribed to to this bottle to get it every 2 months but it seems like Ill need it every month The coverage is great but thats only if I use the whole fricken bottle on ONE makeup session  I really like the applicator it comes with and its best to blend with a beauty sponge or tips of fingers concealer doesnt move throughout the day once you set it Reason for the 3 star is the fact that I only used it twice and its already gone because I have to use so much product  For the price its not too bad a bit expensive especially with how much youre getting,0.186,0.024,0.79,0.98,Positive
I love this concealer I normally purchase this at Walmart but this is nicer and the price margin is better It has lasted me a while and Im definitely going to purchase it again,0.339,0.0,0.661,0.9306,Positive
Ive been using this product for years now and its treated me well all this time Im a very low maintenance makeup wearer I do moisturizer spf and then use this product wherever I have some redness and under my eyes Its super lightweight with plenty of coverage I have oily acne prone skin and its never caused me to break out,0.095,0.038,0.868,0.5584,Positive
Ladies I am a dark color woman and I bought a sand color end up wayyyyy To darkso try another brighter color than what you think,0.11,0.0,0.89,0.3818,Positive
I wasnt sure what shade I would be but u have skin that is a bit light so I chose fair It matches my skin very well and works great,0.35,0.043,0.607,0.9123,Positive
Right color right consistency to cover dark circles under the eyes and to tone down red skin on nose that got overexposed to the sun,0.0,0.0,1.0,0.0,Neutral
Covers dark circles,0.0,0.0,1.0,0.0,Neutral
I love the coverage it glides on smoothly and blends into the skin easily I am 42 and I have some lines on my eyes and it doesnt crease it looks nice,0.266,0.0,0.734,0.8555,Positive
This product is okay for the money For sure I just needed to return it because I ordered Some expensive make up that Im told will work better for my skin I need full coverage this does cover but its very light its very hard for me to find a make up that fits my skin other than that this product would be OK the seller refunded me and let me keep the concealer I am just going to regift it to someone who may use it,0.102,0.023,0.875,0.7105,Positive
Ive tried many concealers over the years and this is my favorite  It was recommended to me from a professional makeup artist  Its sheer moisturizing and very easy to blend  Aaaaand its very affordable,0.21,0.0,0.79,0.7902,Positive
I use this product for my undereye area The color of this concealer works so well for me Im quite fair and sometimes have a hard time finding makeup for my skin Thankfully this matches my light coloring and also helps me to look more awake Im almost 30 and have a sweet toddler who keeps me on my toes Im so lucky to have her But I do look more tired these days and blending a small amount of this concealer uner my eyes seems to wake up my whole face I should have tried this product beforeany time Id look in the mirror I felt that I looked tired and rundown Now I look brighteyed and bushytailed again ,0.095,0.079,0.826,-0.2741,Negative
Love these concealers,0.677,0.0,0.323,0.6369,Positive
This stuff is amazing Im 28 years old and I have NEVER found a concealer that worked for me And believe me Ive looked No shade match Too heavy coverage Too light coverage Almost every one ended up looking uneven or chalky on my dry sensitive skinThis concealer has the perfect consistency and coverage It applies like a dream  blends smoothly AND stays put for hours Although the product has enough coverage to hide dark circles it doesnt feel heavy on your face The only flaw I could think of is the packaging it applies with a wand similar to lip gloss which I dont care for but for under 5 bucks this concealer is an absolute steal,0.067,0.075,0.858,-0.2649,Negative
I have been using this concealer for years and I love it for spot concealing I dont use any under eye concealer as it all looks too heavy on me Works great with and without any base makeup Super natural and amazon is the best deal if you already know your shade,0.324,0.0,0.676,0.9666,Positive
This product is great You can build it up easily and its nice and creamy Its also great for cleaning up your eyebrows I will definitely buy again,0.423,0.0,0.577,0.9442,Positive
Its a small bottle but it works perfectly Love it Definitely recommend I have very light skin and I got ivory wich is the Lightest color,0.492,0.0,0.508,0.9657,Positive
Perfect color I like the chart that tells you which color to buy based on what fitme foundation you own,0.267,0.0,0.733,0.7351,Positive
I havent opened it because i may send it back  I can confirm the other reviewer who posted a photo that this really isnt light  I guess I needed fair  I thought fair would be too light because I have olive undertones,0.126,0.0,0.874,0.5574,Positive
Very good,0.762,0.0,0.238,0.4927,Positive
This is my all time favorite everyday concealer Super easy to apply whether you want to apply it with your fingers or a beauty blender Very comfortable and has great coverage Definitely would recommend and it totally worth the money,0.508,0.0,0.492,0.9817,Positive
Dont wear makeup at all I thought I would try something new It matched my skin color online and also when I received it but putting it on felt coloring my face with a crayon I dont know if I felt it would match accurate or what but it wasnt for me,0.0,0.0,1.0,0.0,Neutral
Love these concealers,0.677,0.0,0.323,0.6369,Positive
This stuff is amazing Im 28 years old and I have NEVER found a concealer that worked for me And believe me Ive looked No shade match Too heavy coverage Too light coverage Almost every one ended up looking uneven or chalky on my dry sensitive skinThis concealer has the perfect consistency and coverage It applies like a dream  blends smoothly AND stays put for hours Although the product has enough coverage to hide dark circles it doesnt feel heavy on your face The only flaw I could think of is the packaging it applies with a wand similar to lip gloss which I dont care for but for under 5 bucks this concealer is an absolute steal,0.067,0.075,0.858,-0.2649,Negative
Good,1.0,0.0,0.0,0.4404,Positive
I have skin that will break out if you look at it the wrong way but this stuff is not a problem for me My esthetician that specializes in acne treatment recommends this as one of the few products that legitimately has no pore clogging ingredients  I put this on my red spots and dab with a beauty blender then apply some light mineral makeup Does a great job for me of reducing redness without looking super cakedon I am pretty pale and use 10 Light I hope they never change the ingredients,0.22,0.082,0.698,0.9529,Positive
I dont sleep very good and get light brown circles under my eyes and the concealer really helps in covering it,0.123,0.112,0.765,0.0696,Positive
I was using a designer concealer for years  This is my second ever low price concealer  Love it  Why spend so much when you can have similar quality paying less,0.13,0.065,0.805,0.4767,Positive
I love it so much The only thing i dont like about it is that it ran out quickly but that could also just be bc of me,0.092,0.055,0.852,0.2605,Positive
Its okay Make sure you get the right color for your skin Not sure I would buy it again,0.302,0.0,0.698,0.6705,Positive
If I lost all of my makeup and could only buy one product it would be this I have some of the worst dark circles and very fair skin so concealer is essential Im not saying this completely covers my super dark circles but when I use this over an orange corrector I actually look awake and healthy This is the one concealer Ive found that actually looks like skinRemember that 15 Fair is lighter and more pinkish than 10 Light which is deeper and more golden Im an NW2025 and use 15 in the winter and 10 in the summer I have a drawer full of concealer and this is the best,0.162,0.034,0.804,0.9496,Positive
Here are some photos with and without flash I have pretty deep eye sockets so its hard to conceal but this does a pretty good job The finish is very natural I do wish it had slightly more coverage Didnt really blow me out of the water and dont think it lives up to the hype for me personally,0.169,0.097,0.734,0.7839,Positive
This concealer is perfect It does the job well It helped conceal my hard to cover brown spots under my eyes and facial redness,0.206,0.05,0.745,0.6597,Positive
My favorite concelear I will keep repurchasing it Does not look cake and gives great coverage I highly recommend,0.414,0.0,0.586,0.8718,Positive
The color is too yellow Its supposed to go well with my skin tone but the color is more of a custard tone It works better for those with warm undertones,0.223,0.0,0.777,0.775,Positive
I really enjoy this concealer It is thin and easy to apply Just keep in mind it isnt amazing at covering dark circles but I purchased this to eliminate the annoying wrinkles I always get under my eyes from every concealer Though it doesnt completely eliminate the wrinkles it does a good job and I would probably buy it again if I am looking for a lowcost concealer,0.116,0.08,0.804,0.3528,Positive
Good product matched well with my skin maybe a little too oil for me in the sun,0.263,0.0,0.737,0.6124,Positive
It has pretty good coverage but the lightest shade they had was still slightly too dark for me I can definitely make it work though It does however crease a lot and will make my wrinkles more prominent even with setting powder Im only 20 so I dont have many wrinkles to begin with For the price I suppose I cant really complain Ill use it till its gone but wont be purchasing again,0.215,0.0,0.785,0.9459,Positive
was nice and matched for me pretty good,0.64,0.0,0.36,0.836,Positive
Must have item Affordable and works great May need to put a lot to cover stuffs on the face or something but it works so that matter most to me,0.132,0.0,0.868,0.4797,Positive
I decided to go with Maybelline instead of MAC this time and honestly it does the same job as the more expensive brand Ill order again The color was good on my fairer completion too,0.148,0.077,0.776,0.4284,Positive
Lighter than other brands with that same color name and Im not tanned at all  Cant use it,0.0,0.0,1.0,0.0,Neutral
I like this overall The color isnt as light as I thought Also the applicator is very small and not as big as I would like For the price great deal overall,0.259,0.0,0.741,0.8442,Positive
First time using this concealer and I love it Matches my shade perfectly as Im very pale so hard to find Great coverage,0.382,0.067,0.551,0.9063,Positive
This was exactly what I was looking for  for my raccoon eyes Its covers all of my dark circles up Highly recommend this,0.117,0.0,0.883,0.4201,Positive
I love this concealer It blends well with my foundation and powder It gives you that matte flawless look,0.39,0.0,0.61,0.8625,Positive
I Bought it to cover dark circles under eyes but it didnt work,0.0,0.0,1.0,0.0,Neutral
Good,1.0,0.0,0.0,0.4404,Positive
Not thick or cakie Even covers my psoriasis,0.0,0.0,1.0,0.0,Neutral
It might just be me but this stuff has a bad reaction with my eyes,0.0,0.268,0.732,-0.6956,Negative
This product does its job well its great for hiding blemishes and dark circles under the eyes It doesnt cake and lasts for a fairly long time,0.197,0.07,0.732,0.6124,Positive
Product has great ease of use and smoothness when applied The products ability to blend is helpful when applied to friends I do makeovers on,0.438,0.0,0.562,0.93,Positive
Did do a thing for me No difference at all  Doesnt cover dark circles,0.0,0.155,0.845,-0.296,Negative
Ive waited a few weeks to write this review so I could really try this product out  I bought the lightest color available and it still seems slightly dark for my skintone  I am not overly pale either The concealer almost has an orange tint to it which I am not fond of  The coverage is decent but I definitely prefer my MAC concealer over this  I am a bit disappointed because I read so many great reviews about this and I found it to be just average  Dont get me wrong it is a pretty good drugstore concealer but I dont really think it adds up to all of the hype surrounding it  The coverage was decent and the consistency was nice  not too thick and not too thin  Overall it was okay but I probably will not repurchase after I use this up,0.175,0.038,0.787,0.9729,Positive
This concealer is just kind of okay As in I used the whole super tiny tube and it covered some blemishes but not ideal for under eyes and the applicator is very thin as is the formula Not impressed and definitely wont be repurchasing There are way better concealers for just as inexpensive,0.12,0.156,0.725,-0.5071,Negative
Normally get it at Walmart but they stopped carrying it Started using this product a few years back still love it as an everyday concealer Will stick to amazon from now on,0.205,0.062,0.733,0.7579,Positive
Meh Its okay It works well in certain areas of the face I used it under my eyes and it didnt really do much I wouldnt buy it again,0.201,0.043,0.757,0.5859,Positive
This product is so thin I have to double up on application when I use it This is the thinnest computer Ive ever used in my life Maybe one can use it to outline their cut crease or two out liner cut crease and then wipe it off but this is not a good under eye concealer in my opinion Ive use cheaper concealers that do more for me and my clients,0.0,0.086,0.914,-0.638,Negative
I have use this over so many different foundations and it has consistently been the best highlighter I have used it over smashbox Studio skin 31 ish range Armani luminous silk 8 9 too faced born this way caramel supergoop cc cream dark I used to use fit me 20 but now I find 25 to be a better more natural fit 20 was a little more dramatic To bake I use the RCMA no color powder which makes it look really smooth and flawless,0.218,0.031,0.752,0.953,Positive
it was smaller than i expected and it works ok but it wasnt like woah this is great,0.303,0.111,0.585,0.6793,Positive
I love this concealer Its not too heavy very light but still creamy enough to conceal Using it and the maybelline foundation really works well together,0.198,0.0,0.802,0.6876,Positive
It works pretty well The color is a little too pinkish for my complexion which is fair but wmore yelloworange tones I bought it because the product I usually use isnt available right now Its also in a smaller container than the product I normally use but costs less so the price probably comes out at about the same Dont know yet how often Ill have to replace it,0.077,0.054,0.87,-0.1027,Negative
It covers my dark spot okayish because it is not a full coverage concealer,0.0,0.0,1.0,0.0,Neutral
So far this is my favorite concealer  although I will still continue to look for the perfect one for me  I love high end products however Ive just bought way too many concealers that didnt deliver  This one is very good especially considering its only about 5  Cant beat if for the price  Its certainly better than the similar NYX product,0.272,0.0,0.728,0.9606,Positive
To be honest Im lil obssessed with make up so I own lots lots lots of make up products and never get to use anything upThis is one of the make up products from my collection that I ran out and had to purchase againThis is the best concealer everIt covers really well but still not too heavy on your skinMy make up is not complete without this Fit Me Concealer just love it so much,0.145,0.037,0.818,0.8468,Positive
Great every day concealer for the price Goes on smooth good coverage You dont get a lot but its not expensive Ive purchased this a few times now and still happy,0.269,0.0,0.731,0.8608,Positive
Its doable,0.0,0.0,1.0,0.0,Neutral
Very good but it kinda makes my skin burn so I dont rlly use it much,0.13,0.0,0.87,0.2724,Positive
I usually buy this from Walgreens but its actually like 35 cheaper on amazon so this is where I will continue to purchase it I have acne prone skin and for the most part it covers up my blemishes pretty well Overall I really like this product and I love the price point even more,0.326,0.0,0.674,0.9694,Positive
It is much darker than the last time I purchased it It is also much thicker and harder to spread or blend in with base It falls into every tiny line around my eyes and seems to cake up and crack throughout the day I have never had an under eye concealer this awful before,0.0,0.063,0.937,-0.5423,Negative
I always buy fit me foundation so I thought Id give the concealer a shot and it was amazing It holds all day with no problem I love it Blends easy stays on forever I would 1010 recommend,0.34,0.105,0.556,0.9001,Positive
I got 15 Light and its more for darker color skin Im pale skinned and it looks orange on me,0.0,0.0,1.0,0.0,Neutral
It was a good price but it was runny and too sheer  Bot enough coverage,0.13,0.0,0.87,0.2382,Positive
I have been paying 30 every few months for NARS radiant cream concealer because I thought it was the best But I bought this for like 5 and cant tell a difference Same quality as high end makeup for 16 of the price,0.184,0.0,0.816,0.7845,Positive
Good value for the money Does its job bery good Reordered many times My go to concealer so far,0.339,0.0,0.661,0.802,Positive
I love this for a drugstore concealer Ive used it for years and will occasionally buy an expensive concealer and I have no complaints or problems transitioning back to this one time and time again Its easy to apply blends nicely and seems to last forever,0.183,0.139,0.678,0.5267,Positive
I tried this product on for the first time this morning and boy did it wake me up  Not in a good way  After washing my face applying face serum moisturizer and then primer I applied this product in an upside down triangle under my eyes  It burned like Satans balls  Oh my lord I jumped up and down and ran around the bathroom  I think I was unconsciously running from the pain  After a while the burning subsided  Oh and the color is just too damn light but I have to say it is highly pigmented  Im pretty sure the area below the concealer application is a valley of red anger but you cant see it because the concealer does its job so well,0.099,0.082,0.82,0.5031,Positive
Im disappointed in this product My skin has been breaking out and I thought this product would help with that It didnt do its job to conceal until I over applied with product I dont feel comfortable doing that because I know it would make the acne worse and take longer to clear up,0.09,0.15,0.76,-0.5577,Negative
Im not used to this type of concealer so it took me a bit to figure out how to use it effectively Its far too dark for my skin tone but dabbing away excess and using another much lighter lipstickstyle concealer produced a very good effect If there were a lighter color it might work better on its own,0.16,0.0,0.84,0.8776,Positive
I like the Fit Me Line from Maybelline however this concealer was not my favorite I like medium to full coverage concealer and this is light to medium coverage in my opinion I didnt have any issues with blending this I love how this comes in a huge shade range,0.263,0.044,0.693,0.9066,Positive
Really excellent drugstore brand Blends very well and provides full coverage comparable but not identical to NARS creamy concealer Apply to one eye at a time and blend with a beauty blender because it does begin to dry and set fairly quickly and by the time you get to the other eye the product will have set itself Does oxidize a BIT but I have found using a lighter shade or one with cool undertones instead of warm minimizes how obvious that is,0.168,0.0,0.832,0.9286,Positive
I can never find this in stores any more So I ordered it here and found that it was actually the low of a price Got the subscription for it and been happy since Life saver really,0.098,0.056,0.847,0.3818,Positive
This is my holy grail concealer for my dark under eyes I have genetic under eye circles they arent caused by being tired I just have thinner skin so the blood vessels are more visible causing darkness Ive tried benefit erase paste smashbox cc cream it cosmetics byebye undereye nars concealer and tons of drugstore brands This one is the best of them all and its so much more affordable I apply it first with the provided wand and then dab it in with a mini beauty blender before setting it with translucent powder This is the best coverage Ive ever found Buy this,0.133,0.045,0.822,0.9008,Positive
The color is perfect and the sheer essence is great Blends well with my foundation This product is moisturizing because it doesnt dry out my skin,0.301,0.0,0.699,0.872,Positive
When I tried it on I was in shock My face just brightened up from before and it hid my dark circles really well which is crazy since Im always tired My first thought was just Woah magic I would definitely recommend ,0.21,0.182,0.608,0.3384,Positive
Great coverage Just what I needed,0.506,0.0,0.494,0.6249,Positive
I dont wear alot of makeup this covered the spots I needed covered and is long lasting,0.0,0.0,1.0,0.0,Neutral
Easy to use,0.592,0.0,0.408,0.4404,Positive
good product have always liked it but no safety seal on the tube its self so kinda risky ,0.296,0.195,0.509,0.3761,Positive
I recieved one with the safety seal broken and it looked like it was a sample tester So I requested a replacement and was sent a new one It works good,0.246,0.093,0.661,0.6249,Positive
This Concealer is great I have purchased fair 15 and light 10 and although light has a lower number fair is definitely lighter in color I am a very pale always burn in the summer scandicanadian and the light is a dead ringer for my skin tone I use the fair as a highlight The product is thick enough to cover blemishes and blends easily with a beauty blender I also find its great for baking the face Im not as much of a fan of their fit me foundation but Ill definitely be buying their concealer again and again,0.239,0.074,0.687,0.8968,Positive
Got for mid to full to light depending how you use it I would definitely recommend,0.286,0.0,0.714,0.6369,Positive
My new favorite concealer hides blemishes great perfect shade great price,0.659,0.075,0.265,0.9349,Positive
Loved the smoothness of how it glides on Covered my dark circles  it was a perfect match to my skin tone,0.297,0.0,0.703,0.8225,Positive
I ordered the color light and I have OLIVEtoned skin with a tendency toward oilinessIm new to using concealer for my under eye circles so I dont have much to compare this to  It seems to work on lightening my dark areas with decent pigmentation but it does settle into fine lines a bit and it doesnt stay in place as much as Id like it to  Im giving it 3 stars based on reasonable price good pigmentation color accuracy for my olive toned skin and the fact that this smells fine no strong obnoxious odorOverall I wish it had better staying power and didnt settle into my fine lines  Ill continue using this brand until I find a better alternative,0.229,0.074,0.697,0.9682,Positive
I dont think this concealer really covers enough to be considered a true concealer as its very light and sheer almost like a bb cream Its also very drying for a liquid The skin under your eyes is so delicate that the last thing you want is for it to become dry This product would probably do well on greasy oily skin but its not so good for normaldry,0.106,0.057,0.836,-0.1359,Negative
Ordered this two days ago for my bags under my eyes and a few blemishes it is awesome Especially for the price Love it and cant wait to do my full face of make up after applying it 1010,0.187,0.0,0.813,0.8519,Positive
Affordable and pretty good,0.753,0.0,0.247,0.7269,Positive
Its alright Not much coverage for a concealer in my opinion Not bad though,0.306,0.0,0.694,0.5927,Positive
This is a great concealer to have I ordered the honey shade and I am AfricanAmerican with a mediumbrown complexion It really lightens up my eyes and helps to hide my scars To top it all off it is really affordable Definitely recommend,0.291,0.035,0.674,0.9108,Positive
I already had the fit me foundation so I bought the concealer as well and these are my new favorites,0.33,0.0,0.67,0.7506,Positive
For this color to be 35 deep it is pretty light It is lighter than 30 Cafe which should not be the case Deep should be darker but its not But this is okay I bought it to highlight underneath my eyes anyway so I will definitely make it work But I think that Deep being way lighter than the color Cafe is just a manufacturer problem by Maybelline and maybe they need to reformulate it to make it darker But the concealer over all is pretty good It does not crease on me but everyone is different I just wanted to review this for my darker skinned ladies This lighter than expected so be cautious and maybe pick up 30 cafe,0.147,0.041,0.812,0.9337,Positive
I am more than happy with this concealer and Im a man It looks great on my skin and blends very nicely I know some are going to say men shouldnt wear makeup but when your gay like me you got to look perfect for that man,0.284,0.0,0.716,0.9375,Positive
For the Fit Me concealers this is their lightest color Im very fair yellow undertone NC15 and this concealer is too dark Its still usable thought because of the yellow undertones to cancel out under eye blueness but I need to blend with foundation color After work touch up sometimes needed gets bit cakey at the end of the day I also ordered a NYX concealer which was a much better color match bit lighter consistency,0.096,0.02,0.884,0.7092,Positive
Love this concealer It does crease after time tho I do setbake but still some creasing noted Overall amazing for the price,0.291,0.0,0.709,0.8316,Positive
It was darker than I expected but rather than waste it I decided to use it to do some slight contouring in the darker more hollow parts of my face and used a lighter concealer from a different line the Maybelline master conceal to highlight It actually worked well and since Im almost out of it now Im thinking about getting a new one but Im leaning towards using a slightly darker one from the Maybelline Master Conceal line instead However Id prefer a slightly darker concealer with cooler tones to match my skin better Im also debating whether its worth it or not Well see,0.108,0.053,0.839,0.7209,Positive
Great applicationGood coverageGreat match,0.577,0.0,0.423,0.6249,Positive
I usually mix this with my moisturizing gel to create a thin coverage over my face When used in this way the concealer works great If I dont dilute it I find that it is a bit heavy on my skin and settles into some of my creases over the course of the day However I love how this product is affordable and does not irritate or stimulate my acneprone skin Would repurchase,0.167,0.022,0.812,0.9015,Positive
Im 65 and there arent a whole lot of products that can be used on mature skin Love this,0.304,0.0,0.696,0.7906,Positive
I have used this concealer for years It matches my skin tone and has nice coverage,0.167,0.0,0.833,0.4215,Positive
This product provides light coverage  It has a nice texture however if you need more complete coverage there may be better options out there,0.213,0.0,0.787,0.6908,Positive
PLEASE DONT BUY HERETRY TO GO BUY IN PERSON THIS CAME OPEN AND BROKENIt wont close,0.168,0.0,0.832,0.4648,Positive
Ive used this product once so far and I liked the texture of the creaminess I ordered Fair It was surprisingly exactly my skin color which is a good and bad thing I was hoping for a little bit lighter for a stronger coverage I do prefer NYXs concealer Prof Makeup HD Concealer in Fair Overall a better product than this one in my opinion,0.29,0.048,0.661,0.9389,Positive
Great concealer and not to thick Does not settle in fine lines and will most definitely purchase again Easy to blend and does not cake on top of your foundation,0.262,0.083,0.655,0.832,Positive
It has a texture consistent enough to cover the dark circles and at the same time it is thin and soft to dont create a mask effect on the faceYou do not need a large quantity so the content of the bottle is enough for a long period of time It is perfect to take you on a trip since it does not take up a large space,0.056,0.028,0.916,0.4378,Positive
i really really really liked this concealer  of all the concealers ive used this was definitely my favorite,0.4,0.0,0.6,0.8532,Positive
Im a loyal fitme concealer consumer but apparently every girl in my area happens to also use the same shade selling out at every store right now So Im just hyped I was able to get it via Amazon,0.105,0.0,0.895,0.4767,Positive
